nk,n_keep,n_shell,partner,normalization,mu_meV,eta_baseline,eta_target,D_iso_baseline,D_iso_target,D_iso_rel_target_vs_baseline,D_iso_rel_percent,W_inter_baseline,W_inter_target,raw_partner_alignment_error_mean,best_partner_alignment_error_mean,partner_min_singular_value_min,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error
13,6,3,time_reversed_valley,fixed_frobenius_norm,0.0,0.0,1.0,121207.30119038708,117863.68491984787,-0.027585931191448587,-2.7585931191448587,0.7806803333607709,0.7464071937693352,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.008613543916464643
13,6,3,time_reversed_valley,fixed_frobenius_norm,2.0,0.0,1.0,96291.12564398802,105991.79244376667,0.10074310311465662,10.074310311465663,0.7806803333607709,0.7464071937693352,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.012029213606298238
13,6,3,time_reversed_valley,fixed_frobenius_norm,4.0,0.0,1.0,84356.67628276582,98746.32945600594,0.17058108269943717,17.058108269943716,0.7806803333607709,0.7464071937693352,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.010092884346877674
13,6,3,tr_sewn,fixed_delta0,-4.0,0.0,1.0,61396.48653246244,62146.75913851001,0.012220122818442869,1.222012281844287,-5.25549360769305e-18,0.10867549702620576,0.0,0.0,1.0,0.0,0.0,1.5683997584958845e-15
13,6,3,tr_sewn,fixed_delta0,0.0,0.0,1.0,84438.92605120914,86094.18374992008,0.019603016951057484,1.9603016951057484,-5.25549360769305e-18,0.10867549702620576,0.0,0.0,1.0,0.0,0.0,1.877389386448836e-15
13,6,3,tr_sewn,fixed_delta0,2.0,0.0,1.0,86133.95975326152,86344.73941714707,0.0024471145235787084,0.24471145235787084,-5.25549360769305e-18,0.10867549702620576,0.0,0.0,1.0,0.0,0.0,1.894538472776213e-15
13,6,3,tr_sewn,fixed_delta0,4.0,0.0,1.0,83151.8104437628,83246.97933091703,0.001144519724180837,0.11445197241808369,-5.25549360769305e-18,0.10867549702620576,0.0,0.0,1.0,0.0,0.0,1.75217083081369e-15
13,6,3,tr_sewn,fixed_frobenius_norm,-4.0,0.0,1.0,61396.48653246244,66747.23482589377,0.08715072466894669,8.715072466894668,-5.25549360769305e-18,0.10867549702620574,0.0,0.0,1.0,0.0,0.0,1.566181203159925e-15
13,6,3,tr_sewn,fixed_frobenius_norm,0.0,0.0,1.0,84438.92605120914,92992.6197240192,0.10130036077937032,10.130036077937032,-5.25549360769305e-18,0.10867549702620574,0.0,0.0,1.0,0.0,0.0,1.5093338556005583e-15
13,6,3,tr_sewn,fixed_frobenius_norm,2.0,0.0,1.0,86133.95975326152,93065.77217031043,0.08047711305628713,8.047711305628713,-5.25549360769305e-18,0.10867549702620574,0.0,0.0,1.0,0.0,0.0,1.5936728320059625e-15
13,6,3,tr_sewn,fixed_frobenius_norm,4.0,0.0,1.0,83151.8104437628,89567.37031888464,0.07715478281090227,7.715478281090227,-5.25549360769305e-18,0.10867549702620574,0.0,0.0,1.0,0.0,0.0,1.5256413042532345e-15
13,6,4,same_valley,fixed_delta0,-4.0,0.0,1.0,29956.21869277199,32862.6572480464,0.0970228781236564,9.70228781236564,0.8345945770175687,0.8116152568935876,1.4117391564985105,1.3488592709651048,1.4476251070455863e-06,0.0,0.0,0.009027204182321667
13,6,4,same_valley,fixed_delta0,0.0,0.0,1.0,91220.35726485324,91754.35235330643,0.005853902620692075,0.5853902620692075,0.8345945770175687,0.8116152568935876,1.4117391564985105,1.3488592709651048,1.4476251070455863e-06,0.0,0.0,0.0373140511513805
