nk,n_keep,n_shell,m0,m1,normalization,mu_meV,eta_baseline,eta_target,D_iso_baseline,D_iso_target,D_iso_rel_target_vs_baseline,D_iso_rel_percent,W_inter_baseline,W_inter_target,geom_fraction_baseline,geom_fraction_target,anisotropy_norm_baseline,anisotropy_norm_target,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error
9,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,85313.72127660133,86202.74910838419,0.01042068987824929,1.042068987824929,0.0,0.1605547472006292,0.7776423403947529,0.7834561869221649,-0.0063107183089005665,0.008363890745437407,0.0,0.0,1.3378811408895783e-15
9,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,71759.60089583842,74965.93746151445,0.04468163877235232,4.468163877235232,0.0,0.1605547472006292,0.7726935050007749,0.7891369607977208,0.004413125536094468,0.004713892403889461,0.0,0.0,1.5556345839234306e-15
9,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,85608.21425741159,91147.49259227602,0.06470498634872368,6.470498634872368,0.0,0.1605547472006292,0.7920019962899799,0.807193349112181,0.0037482719982801778,-0.0017817181072140905,0.0,0.0,1.7050583304990488e-15
9,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,85483.45612147567,94744.84151945336,0.10834126061558469,10.834126061558468,0.0,0.1605547472006292,0.8084267945134429,0.8366197989295893,0.00108270962914824,0.008681407882381448,0.0,0.0,1.9676047319142777e-15
9,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,82830.54814376996,89429.39741370152,0.07966685501679716,7.966685501679716,0.0,0.1605547472006292,0.7268793762499831,0.7510175778537083,-0.006783423957675221,-0.006508792100997623,0.0,0.0,1.4518099448802646e-15
9,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,85313.72127660133,93699.08093440387,0.09828852302217372,9.828852302217372,0.0,0.1605547472006292,0.7776423403947529,0.7988974682705662,-0.0063107183089005665,0.006289197266109535,0.0,0.0,1.5997251971830944e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,47276.66184403036,46905.1684216465,-0.007857860684188034,-0.7857860684188034,4.587698448864286e-18,0.04979993457275786,0.8034050650340804,0.7990983848297833,0.05286246191011838,0.047309878301978726,0.0,0.0,2.0156318363580975e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,51912.3814227461,52156.2106711148,0.004696938219479696,0.4696938219479696,4.587698448864286e-18,0.04979993457275786,0.7630629999834505,0.7569265095125546,0.07453484866330122,0.07579541149951347,0.0,0.0,1.873539453684147e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,57752.56020537084,57830.13635284243,0.0013432503632000437,0.13432503632000437,4.587698448864286e-18,0.04979993457275786,0.7652688797281809,0.7661178961714747,0.06304206863896313,0.06466944951531933,0.0,0.0,1.4197362538877737e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,60161.39153069892,60223.95285490046,0.001039891575141061,0.10398915751410609,4.587698448864286e-18,0.04979993457275786,0.7619561384049366,0.7599707392726384,0.06794137726010241,0.068406564517883,0.0,0.0,1.3599887528966656e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,55880.82943853071,55585.85257416856,-0.005278677273153676,-0.5278677273153676,4.587698448864286e-18,0.04979993457275786,0.774632386750887,0.7794654764351353,0.08022011265725942,0.07948217796514385,0.0,0.0,1.4461982047281181e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,47276.66184403036,48458.04604440549,0.024988739777622504,2.4988739777622504,4.587698448864286e-18,0.049799934572757845,0.8034050650340804,0.8125664665483313,0.05286246191011838,0.04518470273476648,0.0,0.0,1.5287403435112935e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,51912.3814227461,53639.59752563664,0.033271756285365495,3.3271756285365495,4.587698448864286e-18,0.049799934572757845,0.7630629999834505,0.7647688122996059,0.07453484866330122,0.06605603081547805,0.0,0.0,1.5728528925401656e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,57752.56020537084,59996.28380042092,0.03885063427614788,3.8850634276147877,4.587698448864286e-18,0.049799934572757845,0.7652688797281809,0.7783934268475592,0.06304206863896313,0.058894592343757456,0.0,0.0,1.5410826234189834e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,60161.39153069892,63089.359914050816,0.048668561495254226,4.866856149525423,4.587698448864286e-18,0.049799934572757845,0.7619561384049366,0.7653279459261716,0.06794137726010241,0.06546949163695887,0.0,0.0,1.3599887528966656e-15
11,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,55880.82943853071,57561.66008988564,0.030078842211958445,3.0078842211958445,4.587698448864286e-18,0.049799934572757845,0.774632386750887,0.7792517365554765,0.08022011265725942,0.08391059451597886,0.0,0.0,1.4388329671278038e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,17165.38060686036,16371.633541981866,-0.046241157307124414,-4.624115730712441,-4.587698448864292e-18,0.07274221584602675,0.2230732313012338,0.2365608261420169,-0.028979340804909805,-0.039219277246400834,0.0,0.0,1.525644327072631e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,44315.81240715194,42706.920691604784,-0.036305138688769834,-3.6305138688769834,-4.587698448864292e-18,0.07274221584602675,0.4609879050259775,0.4791340263396654,0.029047832362729693,0.030458941174079882,0.0,0.0,1.7652163158771733e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,60787.19220639883,61280.31642197638,0.008112304544404259,0.8112304544404259,-4.587698448864292e-18,0.07274221584602675,0.5814020701517951,0.5739150294077608,-0.0022183128489803947,0.015730078524405534,0.0,0.0,1.95570287204124e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,64814.06097323957,65729.74310785471,0.014127831536326685,1.4127831536326685,-4.587698448864292e-18,0.07274221584602675,0.6297024909508645,0.6251836344318923,-0.024992604520699246,-0.024033686836889685,0.0,0.0,1.2593848786077008e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,55924.575056632486,56174.650659626896,0.0044716585283155474,0.44716585283155474,-4.587698448864292e-18,0.07274221584602675,0.5182326567703603,0.5343050756243585,-0.021578286882817155,-0.043842719213474005,0.0,0.0,1.4451116278089345e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,17165.38060686036,15432.588196902307,-0.10094692623742463,-10.094692623742462,-4.587698448864292e-18,0.07274221584602675,0.2230732313012338,0.22367256242937092,-0.028979340804909805,-0.07717658145883964,0.0,0.0,1.795057788230982e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,44315.81240715194,46517.98362568518,0.049692673989608194,4.969267398960819,-4.587698448864292e-18,0.07274221584602675,0.4609879050259775,0.5023673035214637,0.029047832362729693,0.03057376652540971,0.0,0.0,1.4735994077205289e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,60787.19220639883,66700.19107359606,0.09727376199775817,9.727376199775817,-4.587698448864292e-18,0.07274221584602675,0.5814020701517951,0.6021640024919409,-0.0022183128489803947,0.008538345517528892,0.0,0.0,1.967891257135516e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,64814.06097323957,72288.85416741732,0.1153267220405143,11.53267220405143,-4.587698448864292e-18,0.07274221584602675,0.6297024909508645,0.6515265869972408,-0.024992604520699246,-0.021374580198620135,0.0,0.0,1.3409023954005772e-15
11,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,55924.575056632486,59826.343841029586,0.06976841183765714,6.976841183765714,-4.587698448864292e-18,0.07274221584602675,0.5182326567703603,0.5666168687979057,-0.021578286882817155,-0.034189421571671916,0.0,0.0,1.3320974685926626e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,1625.2459536665672,1665.5388141185663,0.02479185403359918,2.479185403359918,-3.6701587590914344e-18,0.09921566120622877,0.17401856629395743,0.21447185901368965,0.039261182680257155,-0.005930544619188385,0.0,0.0,1.4330887353035178e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,16139.532147406091,16672.309904599664,0.03301073118647979,3.301073118647979,-3.6701587590914344e-18,0.09921566120622877,0.27124038787993343,0.26826088017753374,0.03019279191959029,0.0896019401433706,0.0,0.0,1.5591748887460221e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,41344.99843354939,41895.554066671226,0.013316136267527146,1.3316136267527146,-3.6701587590914344e-18,0.09921566120622877,0.5890543246447238,0.6050778172241161,-0.014822627314707092,0.004515785424382171,0.0,0.0,1.3880424894827915e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,51022.7794931176,52053.04280679005,0.020192222452550146,2.0192222452550146,-3.6701587590914344e-18,0.09921566120622877,0.488748451955329,0.494519736674095,-0.02270857837173045,-0.02940734208489091,0.0,0.0,1.363173988105004e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,33111.63519262851,33107.14921808582,-0.00013548030825405455,-0.013548030825405455,-3.6701587590914344e-18,0.09921566120622877,0.5066132464578273,0.5161447641195838,-0.014449042866566345,-0.024761963339654275,0.0,0.0,1.6372415670201271e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,1625.2459536665672,955.1046535227492,-0.4123322372419843,-41.23322372419843,-3.6701587590914344e-18,0.09921566120622875,0.17401856629395743,0.2074208122187382,0.039261182680257155,-0.006996398305507853,0.0,0.0,1.3912494517938328e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,16139.532147406091,17601.761724058568,0.09059925425951598,9.059925425951597,-3.6701587590914344e-18,0.09921566120622875,0.27124038787993343,0.25065098709110295,0.03019279191959029,0.09772669325433202,0.0,0.0,2.0693651420779997e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,41344.99843354939,47986.60596116193,0.1606387176017694,16.06387176017694,-3.6701587590914344e-18,0.09921566120622875,0.5890543246447238,0.6698575420689685,-0.014822627314707092,6.773064298196658e-05,0.0,0.0,1.6212258493714166e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,51022.7794931176,58655.855227202665,0.14960133120765562,14.960133120765562,-3.6701587590914344e-18,0.09921566120622875,0.488748451955329,0.5271329179960781,-0.02270857837173045,-0.038015125765623214,0.0,0.0,1.7721609896987902e-15
11,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,33111.63519262851,37284.982959314155,0.12603870942667106,12.603870942667106,-3.6701587590914344e-18,0.09921566120622875,0.5066132464578273,0.5736677922377497,-0.014449042866566345,-0.012001783701577305,0.0,0.0,1.389696023262075e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,84761.39584066445,84205.28872636805,-0.0065608536619876645,-0.6560853661987665,7.340317518182852e-18,0.09107770487383053,0.8891259990705839,0.8858240388071164,-0.015605045254893899,-0.018837575286020765,0.0,0.0,1.7398880205517916e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,88228.07227250481,88310.68999181628,0.0009364107951526091,0.0936410795152609,7.340317518182852e-18,0.09107770487383053,0.859949272773439,0.8554086806734018,0.016516168544860026,0.017553590045646047,0.0,0.0,1.6270480343671113e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,92498.24847692496,92469.73233776356,-0.0003082884230884986,-0.030828842308849858,7.340317518182852e-18,0.09107770487383053,0.8530029366072364,0.8531753087708949,0.05209218226205998,0.05402490641796295,0.0,0.0,1.7176552472022317e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,93886.46737665056,93974.53380507731,0.0009380098206641652,0.09380098206641652,7.340317518182852e-18,0.09107770487383053,0.8470597597458172,0.845914463483659,0.05656966793857525,0.05666476463175237,0.0,0.0,1.7528729790360298e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,90282.99686559846,90187.9546116148,-0.0010527148774773787,-0.10527148774773787,7.340317518182852e-18,0.09107770487383053,0.8599977962200107,0.863393638307962,0.021388212653061085,0.020577380300175266,0.0,0.0,1.4022262152962447e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,84761.39584066445,86194.41844872362,0.01690654800863567,1.690654800863567,7.340317518182852e-18,0.09107770487383053,0.8891259990705839,0.8934851758062524,-0.015605045254893899,-0.020524149805337222,0.0,0.0,1.7398880205517916e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,88228.07227250481,90400.43992165498,0.0246221819563337,2.46221819563337,7.340317518182852e-18,0.09107770487383053,0.859949272773439,0.8599529143257169,0.016516168544860026,0.009571994045164598,0.0,0.0,1.839922485287194e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,92498.24847692496,95130.56945503931,0.028458062952089636,2.8458062952089636,7.340317518182852e-18,0.09107770487383053,0.8530029366072364,0.8599075426043142,0.05209218226205998,0.05185946538604764,0.0,0.0,2.1382492172751365e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,93886.46737665056,97189.64587663312,0.03518269024577303,3.518269024577303,7.340317518182852e-18,0.09107770487383053,0.8470597597458172,0.8476004269830996,0.05656966793857525,0.05702518298730646,0.0,0.0,1.969676869359326e-15
11,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,90282.99686559846,92518.65243971602,0.024762753250711533,2.4762753250711533,7.340317518182852e-18,0.09107770487383053,0.8599977962200107,0.8622400877120164,0.021388212653061085,0.021134163104329824,0.0,0.0,1.6963651128351948e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,60131.5349062982,59762.875666278305,-0.00613088025433528,-0.613088025433528,-6.519511613396792e-33,0.10994052755161046,0.6035190961252062,0.6042900321378761,0.07213350765353714,0.07888891180413353,0.0,0.0,1.708380044265047e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,77892.38528910463,76251.16949332762,-0.021070298331287374,-2.1070298331287374,-6.519511613396792e-33,0.10994052755161046,0.6725171138209927,0.6908899102409659,0.04627894753921265,0.04218262141492431,0.0,0.0,1.732954192276222e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,85469.55404501024,86155.57558753373,0.008026501953692478,0.8026501953692478,-6.519511613396792e-33,0.10994052755161046,0.6983981050114101,0.6937975708975525,0.03533055287610753,0.041824280881861756,0.0,0.0,1.781834176390171e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,87209.59772243354,88236.56857416705,0.01177589254570477,1.177589254570477,-6.519511613396792e-33,0.10994052755161046,0.7221476283261938,0.7176762029653881,0.023903956020116877,0.023336292320176543,0.0,0.0,1.802237351202932e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,84046.05975519902,84020.77969239463,-0.0003007881973053905,-0.030078819730539053,-6.519511613396792e-33,0.10994052755161046,0.6732176293432931,0.6831029949877582,0.029754221430802037,0.01714747511877384,0.0,0.0,1.5425890703137645e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,60131.5349062982,63840.863979658854,0.06168691817264982,6.168691817264982,-6.519511613396792e-33,0.10994052755161048,0.6035190961252062,0.6343005818191821,0.07213350765353714,0.06836967642782976,0.0,0.0,1.526355352648473e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,77892.38528910463,82386.04194557708,0.05769057706724268,5.769057706724268,-6.519511613396792e-33,0.10994052755161048,0.6725171138209927,0.7077920044586906,0.04627894753921265,0.03921717478391528,0.0,0.0,1.732954192276222e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,85469.55404501024,92276.6330555022,0.07964331961890414,7.964331961890414,-6.519511613396792e-33,0.10994052755161048,0.6983981050114101,0.711482302777687,0.03533055287610753,0.035872396143787094,0.0,0.0,2.093936808240703e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,87209.59772243354,95295.96994992025,0.09272342080081164,9.272342080081163,-6.519511613396792e-33,0.10994052755161048,0.7221476283261938,0.7339676214951635,0.023903956020116877,0.02263750315843202,0.0,0.0,1.2485624065849871e-15
11,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,84046.05975519902,89155.05464297369,0.06078803578247016,6.078803578247016,-6.519511613396792e-33,0.10994052755161048,0.6732176293432931,0.706746539781649,0.029754221430802037,0.02209333082655177,0.0,0.0,1.5171089650404844e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,36831.63867507794,36743.759533656616,-0.002385968818726214,-0.2385968818726214,-9.787090024243815e-18,0.12458810805218368,0.5547700252099342,0.552476949218939,0.010316962082881081,0.0077259356155365035,0.0,0.0,1.5605828120493667e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,53174.69375279297,53571.45253485329,0.007461421102015864,0.7461421102015864,-9.787090024243815e-18,0.12458810805218368,0.697912650588693,0.6939502053269622,0.011188532254976014,0.004569062030906499,0.0,0.0,1.928479496694378e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,65301.86208030247,66052.81821938117,0.011499766088679753,1.1499766088679753,-9.787090024243815e-18,0.12458810805218368,0.7313792510693606,0.7405290310049826,-0.008635024487294071,-0.011643687671539555,0.0,0.0,1.7736694566997876e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,68262.52163709095,69640.2325230085,0.02018253725290098,2.018253725290098,-9.787090024243815e-18,0.12458810805218368,0.6134044828786184,0.6172423332589306,-0.010190578151589458,-0.006568365069719345,0.0,0.0,1.6146833129159096e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,61134.40690976222,61612.41379202425,0.007818950185737306,0.7818950185737306,-9.787090024243815e-18,0.12458810805218368,0.7200139713271277,0.7262966626060842,-0.009565648021491997,0.007927390258943293,0.0,0.0,1.2242720614109747e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,36831.63867507794,39563.729609633156,0.07417782734722245,7.417782734722245,-9.787090024243815e-18,0.12458810805218368,0.5547700252099342,0.5637018299988338,0.010316962082881081,0.008809783023713451,0.0,0.0,1.5605828120493667e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,53174.69375279297,57829.64555198614,0.08754073546401342,8.754073546401342,-9.787090024243815e-18,0.12458810805218368,0.697912650588693,0.7171483959737904,0.011188532254976014,0.012928209848411027,0.0,0.0,1.928479496694378e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,65301.86208030247,73875.76088436559,0.13129639080612576,13.129639080612577,-9.787090024243815e-18,0.12458810805218368,0.7313792510693606,0.7809551776540107,-0.008635024487294071,-0.008826555273816903,0.0,0.0,1.7736694566997876e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,68262.52163709095,76646.67563737548,0.12282221340808097,12.282221340808096,-9.787090024243815e-18,0.12458810805218368,0.6134044828786184,0.6356140755492733,-0.010190578151589458,-0.013836402910000593,0.0,0.0,1.833289481250483e-15
11,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,61134.40690976222,68177.04729555322,0.11519929188462275,11.519929188462275,-9.787090024243815e-18,0.12458810805218368,0.7200139713271277,0.759840320885076,-0.009565648021491997,0.007798506023562381,0.0,0.0,1.4557712803414036e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,120135.98784745843,119505.6140759103,-0.005247168503317523,-0.5247168503317523,0.0,0.11593241821317245,0.9214593233919351,0.9197200087087978,-0.007561504843789465,-0.009817758438197544,0.0,0.0,2.074851601217951e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,123232.98036394175,123295.43781138516,0.000506824124994365,0.0506824124994365,0.0,0.11593241821317245,0.8994882079981817,0.8964159776496914,0.022664019566183476,0.023908297726845912,0.0,0.0,1.6434479398974409e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,127091.43842808992,127065.45864299098,-0.00020441805852755568,-0.020441805852755568,0.0,0.11593241821317245,0.8928061040160024,0.8927904048717397,0.05440191560656055,0.05632633601432999,0.0,0.0,2.348533861380721e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,127901.79420703967,127930.26097506052,0.00022256738615222815,0.022256738615222815,0.0,0.11593241821317245,0.8875304610652656,0.8865943805295451,0.0591876700081423,0.05851233699909088,0.0,0.0,1.468224783356946e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,123931.95682673075,123792.0369638722,-0.0011290055159394186,-0.11290055159394186,0.0,0.11593241821317245,0.8977793608893317,0.8998554993250601,0.026277957541324958,0.025293820383323777,0.0,0.0,2.164212336901488e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,120135.98784745843,121701.03499798861,0.01302729663751867,1.302729663751867,0.0,0.11593241821317245,0.9214593233919351,0.9247806980247919,-0.007561504843789465,-0.011664528239769647,0.0,0.0,2.074851601217951e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,123232.98036394175,125582.3780254877,0.01906468264102279,1.906468264102279,0.0,0.11593241821317245,0.8994882079981817,0.8991799762556829,0.022664019566183476,0.018322180328230603,0.0,0.0,1.7129703899614245e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,127091.43842808992,129947.9124526208,0.022475739198963618,2.247573919896362,0.0,0.11593241821317245,0.8928061040160024,0.8972087242739054,0.05440191560656055,0.05527365115806718,0.0,0.0,2.1960006005337067e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,127901.79420703967,131339.74614595505,0.026879622449629048,2.687962244962905,0.0,0.11593241821317245,0.8875304610652656,0.8871860136678411,0.0591876700081423,0.05976394207724613,0.0,0.0,1.7969961067972075e-15
11,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,123931.95682673075,126322.49888290436,0.019289149605826283,1.9289149605826283,0.0,0.11593241821317245,0.8977793608893317,0.8987019660390996,0.026277957541324958,0.026259357109517302,0.0,0.0,2.0560332493661954e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,85152.44919149025,84773.67505839374,-0.004448188357386251,-0.44481883573862513,0.0,0.14436094367554486,0.7182422448229675,0.7205952519578965,0.03259249890450877,0.038484246550772705,0.0,0.0,1.7935982980419065e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,98210.80711173956,96451.62286547071,-0.017912328571613623,-1.7912328571613623,0.0,0.14436094367554486,0.7396826860120337,0.7554942038837781,0.024637688279457597,0.021424621685804893,0.0,0.0,1.853452342451697e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,102441.09225992084,103077.5842885166,0.006213249142061228,0.6213249142061228,0.0,0.14436094367554486,0.7480356145498904,0.7437256733223618,0.01985340051937582,0.024808648470424872,0.0,0.0,1.9807121077003614e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,103243.3732125878,104375.73362673866,0.01096787502108465,1.096787502108465,0.0,0.14436094367554486,0.765005743448786,0.761102258166402,0.008151188198027931,0.008635986198496691,0.0,0.0,1.5599793215997493e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,103356.18746019568,103383.31193134317,0.0002624368391870302,0.02624368391870302,0.0,0.14436094367554486,0.733870860442685,0.7417985393847107,0.015487083981783471,0.00640655513566214,0.0,0.0,1.6568473231348983e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,85152.44919149025,89914.59874939741,0.05592498634065213,5.592498634065213,0.0,0.14436094367554483,0.7182422448229675,0.7406639735097234,0.03259249890450877,0.03184304772290339,0.0,0.0,1.7935982980419065e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,98210.80711173956,103079.06729304383,0.04956949570494218,4.956949570494218,0.0,0.14436094367554483,0.7396826860120337,0.7663261450557916,0.024637688279457597,0.020215148371290754,0.0,0.0,2.2444315996818975e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,102441.09225992084,109505.05657497267,0.06895635490813223,6.895635490813223,0.0,0.14436094367554483,0.7480356145498904,0.7567120750983903,0.01985340051937582,0.02152210517703274,0.0,0.0,1.9807121077003614e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,103243.3732125878,111571.29205406753,0.08066298671132865,8.066298671132866,0.0,0.14436094367554483,0.765005743448786,0.7726922691507521,0.008151188198027931,0.008245350665247786,0.0,0.0,1.5599793215997493e-15
11,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,103356.18746019568,108979.05427463168,0.05440280792672869,5.440280792672869,0.0,0.14436094367554483,0.733870860442685,0.759801819217553,0.015487083981783471,0.010609325579733014,0.0,0.0,1.4673763881557507e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,72005.0990684193,72091.37369087186,0.0011981737900337297,0.11981737900337297,0.0,0.1597668144130811,0.7700569807728544,0.769441641000529,0.00559028582009665,0.005626875348849605,0.0,0.0,1.6763722517830495e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,83944.4213227767,84470.4500752702,0.0062663932183277815,0.6266393218327782,0.0,0.1597668144130811,0.8080848169528821,0.8049853607097585,0.006194926932027294,0.005026318329006875,0.0,0.0,1.7572402638907425e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,86184.38193520409,86983.21827858959,0.009268922343564245,0.9268922343564245,0.0,0.1597668144130811,0.7961768978806443,0.8026987172734535,-0.008959324535944106,-0.010157870591951838,0.0,0.0,1.6365751960734404e-15
